maquinaPropietariaSchedule, maquina, operacion, horaInicio, horaFin, ubicacion, cantidadMaterial, horaInicioHHMMSS, horaFinHHMSS, duracionActividad, tiempoInactivoDesdeActividadAnterior
Truck3,,VIAJE_CARGADO,12310116,13736615,#UB1_TRANQUEESPA_EST,373.0,3:25:10,3:48:56,1426499,0
Truck3,,DESCARGA,13736615,13777615,#UB1_TRANQUEESPA_EST,373.0,3:48:56,3:49:37,41000,0
PA04,Truck3,CARGA,12145340,12310116,#UB1_4390_EST,373.0,3:22:25,3:25:10,164776,0
Truck11,,VIAJE_VACIO,11102116,12370116,#UB1_4390_EST,0.0,3:5:2,3:26:10,1268000,3463
Truck11,PA04,CARGA,12370116,12514295,#UB1_4390_EST,300.0,3:26:10,3:28:34,144179,0
Truck11,,VIAJE_CARGADO,12514295,14316189,#UB1_TRANQUEESPA_EST,300.0,3:28:34,3:58:36,1801894,0
Truck11,,DESCARGA,14316189,14351189,#UB1_TRANQUEESPA_EST,300.0,3:58:36,3:59:11,35000,0
PA04,Truck11,CARGA,12370116,12514295,#UB1_4390_EST,300.0,3:26:10,3:28:34,144179,60000
Truck0,,VIAJE_VACIO,11387795,12814295,#UB1_4390_EST,0.0,3:9:47,3:33:34,1426500,21858
Truck0,PA04,CARGA,12814295,12958474,#UB1_4390_EST,300.0,3:33:34,3:35:58,144179,0
Truck0,,VIAJE_CARGADO,12958474,14860473,#UB1_TRANQUEESPA_EST,300.0,3:35:58,4:7:40,1901999,0
Truck0,,DESCARGA,14860473,14918473,#UB1_TRANQUEESPA_EST,300.0,4:7:40,4:8:38,58000,0
PA04,Truck0,CARGA,12814295,12958474,#UB1_4390_EST,300.0,3:33:34,3:35:58,144179,300000
Truck14,,VIAJE_VACIO,11056474,12958474,#UB1_4390_EST,0.0,3:4:16,3:35:58,1902000,62000
Truck14,PA04,CARGA,12958474,13102653,#UB1_4390_EST,300.0,3:35:58,3:38:22,144179,0
Truck14,,VIAJE_CARGADO,13102653,14904547,#UB1_TRANQUEESPA_EST,300.0,3:38:22,4:8:24,1801894,0
Truck14,,DESCARGA,14904547,14979547,#UB1_TRANQUEESPA_EST,300.0,4:8:24,4:9:39,75000,0
PA04,Truck14,CARGA,12958474,13102653,#UB1_4390_EST,300.0,3:35:58,3:38:22,144179,0
Truck6,,VIAJE_VACIO,12134653,13402653,#UB1_4390_EST,0.0,3:22:14,3:43:22,1268000,49654
Truck6,PA04,CARGA,13402653,13567429,#UB1_4390_EST,373.0,3:43:22,3:46:7,164776,0
Truck6,,VIAJE_CARGADO,13567429,15197714,#UB1_TRANQUEESPA_EST,373.0,3:46:7,4:13:17,1630285,0
Truck6,,DESCARGA,15197714,15241714,#UB1_TRANQUEESPA_EST,373.0,4:13:17,4:14:1,44000,0
PA04,Truck6,CARGA,13402653,13567429,#UB1_4390_EST,373.0,3:43:22,3:46:7,164776,300000
Truck5,,VIAJE_VACIO,12649258,13627429,#UB1_4390_EST,0.0,3:30:49,3:47:7,978171,48790
Truck5,PA04,CARGA,13627429,13792205,#UB1_4390_EST,373.0,3:47:7,3:49:52,164776,0
Truck5,,VIAJE_CARGADO,13792205,15504004,#UB1_TRANQUEESPA_EST,373.0,3:49:52,4:18:24,1711799,0
Truck5,,DESCARGA,15504004,15553004,#UB1_TRANQUEESPA_EST,373.0,4:18:24,4:19:13,49000,0
PA04,Truck5,CARGA,13627429,13792205,#UB1_4390_EST,373.0,3:47:7,3:49:52,164776,60000
Truck4,,VIAJE_VACIO,12814034,13792205,#UB1_4390_EST,0.0,3:33:34,3:49:52,978171,129304
Truck4,PA04,CARGA,13792205,13956981,#UB1_4390_EST,373.0,3:49:52,3:52:36,164776,0
Truck4,,VIAJE_CARGADO,13956981,15587266,#UB1_TRANQUEESPA_EST,373.0,3:52:36,4:19:47,1630285,0
Truck4,,DESCARGA,15587266,15637266,#UB1_TRANQUEESPA_EST,373.0,4:19:47,4:20:37,50000,0
PA04,Truck4,CARGA,13792205,13956981,#UB1_4390_EST,373.0,3:49:52,3:52:36,164776,0
Truck8,,VIAJE_VACIO,12588460,14076981,#UB1_4390_EST,0.0,3:29:48,3:54:36,1488521,51673
Truck8,PA04,CARGA,14076981,14221160,#UB1_4390_EST,300.0,3:54:36,3:57:1,144179,0
Truck8,,VIAJE_CARGADO,14221160,16023054,#UB1_TRANQUEESPA_EST,300.0,3:57:1,4:27:3,1801894,0
Truck8,,DESCARGA,16023054,16083054,#UB1_TRANQUEESPA_EST,300.0,4:27:3,4:28:3,60000,0
PA04,Truck8,CARGA,14076981,14221160,#UB1_4390_EST,300.0,3:54:36,3:57:1,144179,120000
Truck13,,VIAJE_VACIO,13331720,14701160,#UB1_4390_EST,0.0,3:42:11,4:5:1,1369440,41844
Truck13,PA04,CARGA,14701160,14845339,#UB1_4390_EST,300.0,4:5:1,4:7:25,144179,0
Truck13,,VIAJE_CARGADO,14845339,16647233,#UB1_TRANQUEESPA_EST,300.0,4:7:25,4:37:27,1801894,0
Truck13,,DESCARGA,16647233,16698233,#UB1_TRANQUEESPA_EST,300.0,4:37:27,4:38:18,51000,0
PA04,Truck13,CARGA,14701160,14845339,#UB1_4390_EST,300.0,4:5:1,4:7:25,144179,480000
Truck12,,VIAJE_VACIO,13475899,14845339,#UB1_4390_EST,0.0,3:44:35,4:7:25,1369440,108939
Truck12,PA04,CARGA,14845339,14989518,#UB1_4390_EST,300.0,4:7:25,4:9:49,144179,0
Truck12,,VIAJE_CARGADO,14989518,16701317,#UB1_TRANQUEESPA_EST,300.0,4:9:49,4:38:21,1711799,0
Truck12,,DESCARGA,16701317,16775317,#UB1_TRANQUEESPA_EST,300.0,4:38:21,4:39:35,74000,0
PA04,Truck12,CARGA,14845339,14989518,#UB1_4390_EST,300.0,4:7:25,4:9:49,144179,0
Truck9,,VIAJE_VACIO,13187624,14989518,#UB1_4390_EST,0.0,3:39:47,4:9:49,1801894,106001
Truck9,PA04,CARGA,14989518,15133697,#UB1_4390_EST,300.0,4:9:49,4:12:13,144179,0
Truck9,,VIAJE_CARGADO,15133697,17035696,#UB1_TRANQUEESPA_EST,300.0,4:12:13,4:43:55,1901999,0
Truck9,,DESCARGA,17035696,17066696,#UB1_TRANQUEESPA_EST,300.0,4:43:55,4:44:26,31000,0
PA04,Truck9,CARGA,14989518,15133697,#UB1_4390_EST,300.0,4:9:49,4:12:13,144179,0
Truck10,,VIAJE_VACIO,13231697,15133697,#UB1_4390_EST,0.0,3:40:31,4:12:13,1902000,140095
Truck10,PA04,CARGA,15133697,15277876,#UB1_4390_EST,300.0,4:12:13,4:14:37,144179,0
Truck10,,VIAJE_CARGADO,15277876,16989675,#UB1_TRANQUEESPA_EST,300.0,4:14:37,4:43:9,1711799,0
Truck10,,DESCARGA,16989675,17076675,#UB1_TRANQUEESPA_EST,300.0,4:43:9,4:44:36,87000,0
PA04,Truck10,CARGA,15133697,15277876,#UB1_4390_EST,300.0,4:12:13,4:14:37,144179,0
Truck11,,VIAJE_VACIO,14369876,15637876,#UB1_4390_EST,0.0,3:59:29,4:20:37,1268000,18687
Truck11,PA04,CARGA,15637876,15782055,#UB1_4390_EST,300.0,4:20:37,4:23:2,144179,0
Truck11,,VIAJE_CARGADO,15782055,17583949,#UB1_TRANQUEESPA_EST,300.0,4:23:2,4:53:3,1801894,0
Truck11,,DESCARGA,17583949,17618949,#UB1_TRANQUEESPA_EST,300.0,4:53:3,4:53:38,35000,0
PA04,Truck11,CARGA,15637876,15782055,#UB1_4390_EST,300.0,4:20:37,4:23:2,144179,360000
Truck1,,VIAJE_VACIO,14293534,15782055,#UB1_4390_EST,0.0,3:58:13,4:23:2,1488521,179195
Truck1,PA04,CARGA,15782055,15926234,#UB1_4390_EST,300.0,4:23:2,4:25:26,144179,0
Truck1,,VIAJE_CARGADO,15926234,17828233,#UB1_TRANQUEESPA_EST,300.0,4:25:26,4:57:8,1901999,0
Truck1,,DESCARGA,17828233,17895233,#UB1_TRANQUEESPA_EST,300.0,4:57:8,4:58:15,67000,0
PA04,Truck1,CARGA,15782055,15926234,#UB1_4390_EST,300.0,4:23:2,4:25:26,144179,0
Truck3,,VIAJE_VACIO,13823834,16106234,#UB1_4390_EST,0.0,3:50:23,4:28:26,2282400,46219
Truck3,PA04,CARGA,16106234,16271010,#UB1_4390_EST,373.0,4:28:26,4:31:11,164776,0
Truck3,,VIAJE_CARGADO,16271010,17697509,#UB1_TRANQUEESPA_EST,373.0,4:31:11,4:54:57,1426499,0
Truck3,,DESCARGA,17697509,17738509,#UB1_TRANQUEESPA_EST,373.0,4:54:57,4:55:38,41000,0
PA04,Truck3,CARGA,16106234,16271010,#UB1_4390_EST,373.0,4:28:26,4:31:11,164776,180000
Truck0,,VIAJE_VACIO,14964510,16391010,#UB1_4390_EST,0.0,4:9:24,4:33:11,1426500,46037
Truck0,PA04,CARGA,16391010,16535189,#UB1_4390_EST,300.0,4:33:11,4:35:35,144179,0
Truck0,,VIAJE_CARGADO,16535189,18437188,#UB1_TRANQUEESPA_EST,300.0,4:35:35,5:7:17,1901999,0
Truck0,,DESCARGA,18437188,18495188,#UB1_TRANQUEESPA_EST,300.0,5:7:17,5:8:15,58000,0
PA04,Truck0,CARGA,16391010,16535189,#UB1_4390_EST,300.0,4:33:11,4:35:35,144179,120000
Truck5,,VIAJE_VACIO,15557018,16535189,#UB1_4390_EST,0.0,4:19:17,4:35:35,978171,4014
Truck5,PA04,CARGA,16535189,16699965,#UB1_4390_EST,373.0,4:35:35,4:38:19,164776,0
Truck5,,VIAJE_CARGADO,16699965,18411764,#UB1_TRANQUEESPA_EST,373.0,4:38:19,5:6:51,1711799,0
Truck5,,DESCARGA,18411764,18460764,#UB1_TRANQUEESPA_EST,373.0,5:6:51,5:7:40,49000,0
PA04,Truck5,CARGA,16535189,16699965,#UB1_4390_EST,373.0,4:35:35,4:38:19,164776,0
Truck6,,VIAJE_VACIO,15431965,16699965,#UB1_4390_EST,0.0,4:17:11,4:38:19,1268000,190251
Truck6,PA04,CARGA,16699965,16864741,#UB1_4390_EST,373.0,4:38:19,4:41:4,164776,0
Truck6,,VIAJE_CARGADO,16864741,18495026,#UB1_TRANQUEESPA_EST,373.0,4:41:4,5:8:15,1630285,0
Truck6,,DESCARGA,18495026,18539026,#UB1_TRANQUEESPA_EST,373.0,5:8:15,5:8:59,44000,0
PA04,Truck6,CARGA,16699965,16864741,#UB1_4390_EST,373.0,4:38:19,4:41:4,164776,0
Truck4,,VIAJE_VACIO,15886570,16864741,#UB1_4390_EST,0.0,4:24:46,4:41:4,978171,249304
Truck4,PA04,CARGA,16864741,17029517,#UB1_4390_EST,373.0,4:41:4,4:43:49,164776,0
Truck4,,VIAJE_CARGADO,17029517,18659802,#UB1_TRANQUEESPA_EST,373.0,4:43:49,5:10:59,1630285,0
Truck4,,DESCARGA,18659802,18709802,#UB1_TRANQUEESPA_EST,373.0,5:10:59,5:11:49,50000,0
PA04,Truck4,CARGA,16864741,17029517,#UB1_4390_EST,373.0,4:41:4,4:43:49,164776,0
Truck14,,VIAJE_VACIO,15127517,17029517,#UB1_4390_EST,0.0,4:12:7,4:43:49,1902000,147970
Truck14,PA04,CARGA,17029517,17173696,#UB1_4390_EST,300.0,4:43:49,4:46:13,144179,0
Truck14,,VIAJE_CARGADO,17173696,18975590,#UB1_TRANQUEESPA_EST,300.0,4:46:13,5:16:15,1801894,0
Truck14,,DESCARGA,18975590,19050590,#UB1_TRANQUEESPA_EST,300.0,5:16:15,5:17:30,75000,0
PA04,Truck14,CARGA,17029517,17173696,#UB1_4390_EST,300.0,4:43:49,4:46:13,144179,0
Truck8,,VIAJE_VACIO,16105175,17593696,#UB1_4390_EST,0.0,4:28:25,4:53:13,1488521,22121
Truck8,PA04,CARGA,17593696,17737875,#UB1_4390_EST,300.0,4:53:13,4:55:37,144179,0
Truck8,,VIAJE_CARGADO,17737875,19539769,#UB1_TRANQUEESPA_EST,300.0,4:55:37,5:25:39,1801894,0
Truck8,,DESCARGA,19539769,19599769,#UB1_TRANQUEESPA_EST,300.0,5:25:39,5:26:39,60000,0
PA04,Truck8,CARGA,17593696,17737875,#UB1_4390_EST,300.0,4:53:13,4:55:37,144179,420000
Truck13,,VIAJE_VACIO,16728435,18097875,#UB1_4390_EST,0.0,4:38:48,5:1:37,1369440,30202
Truck13,PA04,CARGA,18097875,18242054,#UB1_4390_EST,300.0,5:1:37,5:4:2,144179,0
Truck13,,VIAJE_CARGADO,18242054,20043948,#UB1_TRANQUEESPA_EST,300.0,5:4:2,5:34:3,1801894,0
Truck13,,DESCARGA,20043948,20094948,#UB1_TRANQUEESPA_EST,300.0,5:34:3,5:34:54,51000,0
PA04,Truck13,CARGA,18097875,18242054,#UB1_4390_EST,300.0,5:1:37,5:4:2,144179,360000
Truck12,,VIAJE_VACIO,16872614,18242054,#UB1_4390_EST,0.0,4:41:12,5:4:2,1369440,97297
Truck12,PA04,CARGA,18242054,18386233,#UB1_4390_EST,300.0,5:4:2,5:6:26,144179,0
Truck12,,VIAJE_CARGADO,18386233,20098032,#UB1_TRANQUEESPA_EST,300.0,5:6:26,5:34:58,1711799,0
Truck12,,DESCARGA,20098032,20172032,#UB1_TRANQUEESPA_EST,300.0,5:34:58,5:36:12,74000,0
PA04,Truck12,CARGA,18242054,18386233,#UB1_4390_EST,300.0,5:4:2,5:6:26,144179,0
Truck9,,VIAJE_VACIO,17124339,18926233,#UB1_4390_EST,0.0,4:45:24,5:15:26,1801894,57643
Truck9,PA04,CARGA,18926233,19070412,#UB1_4390_EST,300.0,5:15:26,5:17:50,144179,0
Truck9,,VIAJE_CARGADO,19070412,20972411,#UB1_TRANQUEESPA_EST,300.0,5:17:50,5:49:32,1901999,0
Truck9,,DESCARGA,20972411,21003411,#UB1_TRANQUEESPA_EST,300.0,5:49:32,5:50:3,31000,0
PA04,Truck9,CARGA,18926233,19070412,#UB1_4390_EST,300.0,5:15:26,5:17:50,144179,540000
Truck10,,VIAJE_VACIO,17168412,19070412,#UB1_4390_EST,0.0,4:46:8,5:17:50,1902000,91737
Truck10,PA04,CARGA,19070412,19214591,#UB1_4390_EST,300.0,5:17:50,5:20:14,144179,0
Truck10,,VIAJE_CARGADO,19214591,20926390,#UB1_TRANQUEESPA_EST,300.0,5:20:14,5:48:46,1711799,0
Truck10,,DESCARGA,20926390,21013390,#UB1_TRANQUEESPA_EST,300.0,5:48:46,5:50:13,87000,0
PA04,Truck10,CARGA,19070412,19214591,#UB1_4390_EST,300.0,5:17:50,5:20:14,144179,0
Truck11,,VIAJE_VACIO,17946591,19214591,#UB1_4390_EST,0.0,4:59:6,5:20:14,1268000,327642
Truck11,PA04,CARGA,19214591,19358770,#UB1_4390_EST,300.0,5:20:14,5:22:38,144179,0
Truck11,,VIAJE_CARGADO,19358770,21160664,#UB1_TRANQUEESPA_EST,300.0,5:22:38,5:52:40,1801894,0
Truck11,,DESCARGA,21160664,21195664,#UB1_TRANQUEESPA_EST,300.0,5:52:40,5:53:15,35000,0
PA04,Truck11,CARGA,19214591,19358770,#UB1_4390_EST,300.0,5:20:14,5:22:38,144179,0
Truck1,,VIAJE_VACIO,17930249,19418770,#UB1_4390_EST,0.0,4:58:50,5:23:38,1488521,35016
Truck1,PA04,CARGA,19418770,19562949,#UB1_4390_EST,300.0,5:23:38,5:26:2,144179,0
Truck1,,VIAJE_CARGADO,19562949,21464948,#UB1_TRANQUEESPA_EST,300.0,5:26:2,5:57:44,1901999,0
Truck1,,DESCARGA,21464948,21531948,#UB1_TRANQUEESPA_EST,300.0,5:57:44,5:58:51,67000,0
PA04,Truck1,CARGA,19418770,19562949,#UB1_4390_EST,300.0,5:23:38,5:26:2,144179,60000
Truck5,,VIAJE_VACIO,18584778,19562949,#UB1_4390_EST,0.0,5:9:44,5:26:2,978171,124014
Truck5,PA04,CARGA,19562949,19727725,#UB1_4390_EST,373.0,5:26:2,5:28:47,164776,0
Truck5,,VIAJE_CARGADO,19727725,21439524,#UB1_TRANQUEESPA_EST,373.0,5:28:47,5:57:19,1711799,0
Truck5,,DESCARGA,21439524,21488524,#UB1_TRANQUEESPA_EST,373.0,5:57:19,5:58:8,49000,0
PA04,Truck5,CARGA,19562949,19727725,#UB1_4390_EST,373.0,5:26:2,5:28:47,164776,0
Truck4,,VIAJE_VACIO,18749554,19727725,#UB1_4390_EST,0.0,5:12:29,5:28:47,978171,39752
Truck4,PA04,CARGA,19727725,19892501,#UB1_4390_EST,373.0,5:28:47,5:31:32,164776,0
Truck4,,VIAJE_CARGADO,19892501,21522786,#UB1_TRANQUEESPA_EST,373.0,5:31:32,5:58:42,1630285,0
Truck4,,DESCARGA,21522786,21572786,#UB1_TRANQUEESPA_EST,373.0,5:58:42,5:59:32,50000,0
PA04,Truck4,CARGA,19727725,19892501,#UB1_4390_EST,373.0,5:28:47,5:31:32,164776,0
Truck6,,VIAJE_VACIO,18624501,19892501,#UB1_4390_EST,0.0,5:10:24,5:31:32,1268000,85475
Truck6,PA04,CARGA,19892501,20057277,#UB1_4390_EST,373.0,5:31:32,5:34:17,164776,0
Truck6,,VIAJE_CARGADO,20057277,21687562,#UB1_TRANQUEESPA_EST,373.0,5:34:17,6:1:27,1630285,0
Truck6,,DESCARGA,21687562,21731562,#UB1_TRANQUEESPA_EST,373.0,6:1:27,6:2:11,44000,0
PA04,Truck6,CARGA,19892501,20057277,#UB1_4390_EST,373.0,5:31:32,5:34:17,164776,0
Truck3,,VIAJE_VACIO,17774877,20057277,#UB1_4390_EST,0.0,4:56:14,5:34:17,2282400,36368
Truck3,PA04,CARGA,20057277,20222053,#UB1_4390_EST,373.0,5:34:17,5:37:2,164776,0
Truck3,,VIAJE_CARGADO,20222053,21648552,#UB1_TRANQUEESPA_EST,373.0,5:37:2,6:0:48,1426499,0
Truck3,,DESCARGA,21648552,21689552,#UB1_TRANQUEESPA_EST,373.0,6:0:48,6:1:29,41000,0
PA04,Truck3,CARGA,20057277,20222053,#UB1_4390_EST,373.0,5:34:17,5:37:2,164776,0
Truck0,,VIAJE_VACIO,18795553,20222053,#UB1_4390_EST,0.0,5:13:15,5:37:2,1426500,300365
Truck0,PA04,CARGA,20222053,20366232,#UB1_4390_EST,300.0,5:37:2,5:39:26,144179,0
Truck0,,VIAJE_CARGADO,20366232,22268231,#UB1_TRANQUEESPA_EST,300.0,5:39:26,6:11:8,1901999,0
Truck0,,DESCARGA,22268231,22326231,#UB1_TRANQUEESPA_EST,300.0,6:11:8,6:12:6,58000,0
PA04,Truck0,CARGA,20222053,20366232,#UB1_4390_EST,300.0,5:37:2,5:39:26,144179,0
Truck14,,VIAJE_VACIO,19064232,20966232,#UB1_4390_EST,0.0,5:17:44,5:49:26,1902000,13642
Truck14,PA04,CARGA,20966232,21110411,#UB1_4390_EST,300.0,5:49:26,5:51:50,144179,0
Truck14,,VIAJE_CARGADO,21110411,22912305,#UB1_TRANQUEESPA_EST,300.0,5:51:50,6:21:52,1801894,0
Truck14,,DESCARGA,22912305,22987305,#UB1_TRANQUEESPA_EST,300.0,6:21:52,6:23:7,75000,0
PA04,Truck14,CARGA,20966232,21110411,#UB1_4390_EST,300.0,5:49:26,5:51:50,144179,600000
Truck8,,VIAJE_VACIO,19621890,21110411,#UB1_4390_EST,0.0,5:27:1,5:51:50,1488521,22121
Truck8,PA04,CARGA,21110411,21254590,#UB1_4390_EST,300.0,5:51:50,5:54:14,144179,0
Truck8,,VIAJE_CARGADO,21254590,23056484,#UB1_TRANQUEESPA_EST,300.0,5:54:14,6:24:16,1801894,0
Truck8,,DESCARGA,23056484,23116484,#UB1_TRANQUEESPA_EST,300.0,6:24:16,6:25:16,60000,0
PA04,Truck8,CARGA,21110411,21254590,#UB1_4390_EST,300.0,5:51:50,5:54:14,144179,0
Truck13,,VIAJE_VACIO,20125150,21494590,#UB1_4390_EST,0.0,5:35:25,5:58:14,1369440,30202
Truck13,PA04,CARGA,21494590,21638769,#UB1_4390_EST,300.0,5:58:14,6:0:38,144179,0
Truck13,,VIAJE_CARGADO,21638769,23440663,#UB1_TRANQUEESPA_EST,300.0,6:0:38,6:30:40,1801894,0
Truck13,,DESCARGA,23440663,23491663,#UB1_TRANQUEESPA_EST,300.0,6:30:40,6:31:31,51000,0
PA04,Truck13,CARGA,21494590,21638769,#UB1_4390_EST,300.0,5:58:14,6:0:38,144179,240000
Truck12,,VIAJE_VACIO,20218428,21587868,#UB1_4390_EST,0.0,5:36:58,5:59:47,1369440,46396
Truck12,PA03,CARGA,21587868,21803884,#UB1_4390_EST,300.0,5:59:47,6:3:23,216016,0
Truck12,,VIAJE_CARGADO,21803884,23355483,#UB1_TRANQUEBERM_EST,300.0,6:3:23,6:29:15,1551599,0
Truck12,,DESCARGA,23355483,23429483,#UB1_TRANQUEBERM_EST,300.0,6:29:15,6:30:29,74000,0
PA03,Truck12,CARGA,21587868,21803884,#UB1_4390_EST,300.0,5:59:47,6:3:23,216016,17220000
Truck5,,VIAJE_VACIO,21547947,24068255,#RF10B_4255_1001_1,0.0,5:59:7,6:41:8,2520308,59423
Truck5,PA02,CARGA,24068255,24145475,#RF10B_4255_1001_1,373.0,6:41:8,6:42:25,77220,0
Truck5,,VIAJE_CARGADO,24145475,24841175,#CS03,373.0,6:42:25,6:54:1,695700,0
Truck5,,DESCARGA,24841175,24890175,#CS03,373.0,6:54:1,6:54:50,49000,0
PA02,Truck5,CARGA,24068255,24145475,#RF10B_4255_1001_1,373.0,6:41:8,6:42:25,77220,22920000
Truck4,,VIAJE_VACIO,21609032,24166677,#RF10A_4270_1012_1,0.0,6:0:9,6:42:46,2557645,36246
Truck4,PA01,CARGA,24166677,24230567,#RF10A_4270_1012_1,373.0,6:42:46,6:43:50,63890,0
Truck4,,VIAJE_CARGADO,24230567,25398509,#RB2_PUMA2_EST,373.0,6:43:50,7:3:18,1167942,0
Truck4,,DESCARGA,25398509,25448509,#RB2_PUMA2_EST,373.0,7:3:18,7:4:8,50000,0
PA01,Truck4,CARGA,24166677,24230567,#RF10A_4270_1012_1,373.0,6:42:46,6:43:50,63890,24060000
Truck11,,VIAJE_VACIO,21224534,24540000,#RF10A_4270_1012_1,0.0,5:53:44,6:49:0,3315466,28870
Truck11,PA05,CARGA,24540000,24597018,#RF10A_4270_1012_1,300.0,6:49:0,6:49:57,57018,0
Truck11,,VIAJE_CARGADO,24597018,25887902,#RB2_PUMA2_EST,300.0,6:49:57,7:11:27,1290884,0
Truck11,,DESCARGA,25887902,25922902,#RB2_PUMA2_EST,300.0,7:11:27,7:12:2,35000,0
PA05,Truck11,CARGA,24540000,24597018,#RF10A_4270_1012_1,300.0,6:49:0,6:49:57,57018,0
