maquinaPropietariaSchedule, maquina, operacion, horaInicio, horaFin, ubicacion, cantidadMaterial, horaInicioHHMMSS, horaFinHHMSS, duracionActividad, tiempoInactivoDesdeActividadAnterior
PA03,Truck6,CARGA,4097848,4367868,#UB1_4390_EST,373.0,1:8:17,1:12:47,270020,0
Truck13,,VIAJE_VACIO,1957192,4298776,#UB1_4390_EST,0.0,0:32:37,1:11:38,2341584,25622
Truck13,PA04,CARGA,4298776,4442955,#UB1_4390_EST,300.0,1:11:38,1:14:2,144179,0
Truck13,,VIAJE_CARGADO,4442955,6244849,#UB1_TRANQUEESPA_EST,300.0,1:14:2,1:44:4,1801894,0
Truck13,,DESCARGA,6244849,6295849,#UB1_TRANQUEESPA_EST,300.0,1:44:4,1:44:55,51000,0
PA04,Truck13,CARGA,4298776,4442955,#UB1_4390_EST,300.0,1:11:38,1:14:2,144179,60000
Truck5,,VIAJE_VACIO,3676327,4562955,#UB1_4390_EST,0.0,1:1:16,1:16:2,886628,7560
Truck5,PA04,CARGA,4562955,4727731,#UB1_4390_EST,373.0,1:16:2,1:18:47,164776,0
Truck5,,VIAJE_CARGADO,4727731,6439530,#UB1_TRANQUEESPA_EST,373.0,1:18:47,1:47:19,1711799,0
Truck5,,DESCARGA,6439530,6488530,#UB1_TRANQUEESPA_EST,373.0,1:47:19,1:48:8,49000,0
PA04,Truck5,CARGA,4562955,4727731,#UB1_4390_EST,373.0,1:16:2,1:18:47,164776,120000
Truck1,,VIAJE_VACIO,1655053,4727731,#UB1_4390_EST,0.0,0:27:35,1:18:47,3072678,118776
Truck1,PA04,CARGA,4727731,4871910,#UB1_4390_EST,300.0,1:18:47,1:21:11,144179,0
Truck1,,VIAJE_CARGADO,4871910,6773909,#UB1_TRANQUEESPA_EST,300.0,1:21:11,1:52:53,1901999,0
Truck1,,DESCARGA,6773909,6840909,#UB1_TRANQUEESPA_EST,300.0,1:52:53,1:54:0,67000,0
PA04,Truck1,CARGA,4727731,4871910,#UB1_4390_EST,300.0,1:18:47,1:21:11,144179,0
Truck4,,VIAJE_VACIO,3893739,4871910,#UB1_4390_EST,0.0,1:4:53,1:21:11,978171,39776
Truck4,PA04,CARGA,4871910,5036686,#UB1_4390_EST,373.0,1:21:11,1:23:56,164776,0
Truck4,,VIAJE_CARGADO,5036686,6666971,#UB1_TRANQUEESPA_EST,373.0,1:23:56,1:51:6,1630285,0
Truck4,,DESCARGA,6666971,6716971,#UB1_TRANQUEESPA_EST,373.0,1:51:6,1:51:56,50000,0
PA04,Truck4,CARGA,4871910,5036686,#UB1_4390_EST,373.0,1:21:11,1:23:56,164776,0
Truck14,,VIAJE_VACIO,1784486,5036686,#UB1_4390_EST,0.0,0:29:44,1:23:56,3252200,351196
Truck14,PA04,CARGA,5036686,5180865,#UB1_4390_EST,300.0,1:23:56,1:26:20,144179,0
Truck14,,VIAJE_CARGADO,5180865,6982759,#UB1_TRANQUEESPA_EST,300.0,1:26:20,1:56:22,1801894,0
Truck14,,DESCARGA,6982759,7057759,#UB1_TRANQUEESPA_EST,300.0,1:56:22,1:57:37,75000,0
PA04,Truck14,CARGA,5036686,5180865,#UB1_4390_EST,300.0,1:23:56,1:26:20,144179,0
Truck0,,VIAJE_VACIO,4427865,5720865,#UB1_4390_EST,0.0,1:13:47,1:35:20,1293000,6451
Truck0,PA04,CARGA,5720865,5865044,#UB1_4390_EST,300.0,1:35:20,1:37:45,144179,0
