maquinaPropietariaSchedule, maquina, operacion, horaInicio, horaFin, ubicacion, cantidadMaterial, horaInicioHHMMSS, horaFinHHMSS, duracionActividad, tiempoInactivoDesdeActividadAnterior
Truck14,,VIAJE_VACIO,10221180,12123180,#UB1_4390_EST,0.0,2:50:21,3:22:3,1902000,397528
Truck14,PA03,CARGA,12123180,12339196,#UB1_4390_EST,300.0,3:22:3,3:25:39,216016,0
Truck14,,VIAJE_CARGADO,12339196,13972459,#UB1_TRANQUEBERM_EST,300.0,3:25:39,3:52:52,1633263,0
Truck14,,DESCARGA,13972459,14047459,#UB1_TRANQUEBERM_EST,300.0,3:52:52,3:54:7,75000,0
PA03,Truck14,CARGA,12123180,12339196,#UB1_4390_EST,300.0,3:22:3,3:25:39,216016,0
Truck0,,VIAJE_VACIO,11046196,12339196,#UB1_4390_EST,0.0,3:4:6,3:25:39,1293000,207173
Truck0,PA03,CARGA,12339196,12555212,#UB1_4390_EST,300.0,3:25:39,3:29:15,216016,0
Truck0,,VIAJE_CARGADO,12555212,14279211,#UB1_TRANQUEBERM_EST,300.0,3:29:15,3:57:59,1723999,0
Truck0,,DESCARGA,14279211,14337211,#UB1_TRANQUEBERM_EST,300.0,3:57:59,3:58:57,58000,0
PA03,Truck0,CARGA,12339196,12555212,#UB1_4390_EST,300.0,3:25:39,3:29:15,216016,0
Truck10,,VIAJE_VACIO,8749013,12675212,#UB1_4390_EST,0.0,2:25:49,3:31:15,3926199,2211542
Truck10,PA03,CARGA,12675212,12891228,#UB1_4390_EST,300.0,3:31:15,3:34:51,216016,0
Truck10,,VIAJE_CARGADO,12891228,14442827,#UB1_TRANQUEBERM_EST,300.0,3:34:51,4:0:42,1551599,0
Truck10,,DESCARGA,14442827,14529827,#UB1_TRANQUEBERM_EST,300.0,4:0:42,4:2:9,87000,0
PA03,Truck10,CARGA,12675212,12891228,#UB1_4390_EST,300.0,3:31:15,3:34:51,216016,120000
Truck4,,VIAJE_VACIO,12004600,12891228,#UB1_4390_EST,0.0,3:20:4,3:34:51,886628,147790
Truck4,PA03,CARGA,12891228,13161248,#UB1_4390_EST,373.0,3:34:51,3:39:21,270020,0
Truck4,,VIAJE_CARGADO,13161248,14638962,#UB1_TRANQUEBERM_EST,373.0,3:39:21,4:3:58,1477714,0
Truck4,,DESCARGA,14638962,14688962,#UB1_TRANQUEBERM_EST,373.0,4:3:58,4:4:48,50000,0
PA03,Truck4,CARGA,12891228,13161248,#UB1_4390_EST,373.0,3:34:51,3:39:21,270020,0
Truck3,,VIAJE_VACIO,5686030,7321149,#RF10A_4270_1012_1,0.0,1:34:46,2:2:1,1635119,11992
Truck3,PA05,CARGA,7321149,7397173,#RF10A_4270_1012_1,373.0,2:2:1,2:3:17,76024,0
Truck3,,VIAJE_CARGADO,7397173,8419122,#RB2_PUMA2_EST,373.0,2:3:17,2:20:19,1021949,0
Truck3,,DESCARGA,8419122,8460122,#RB2_PUMA2_EST,373.0,2:20:19,2:21:0,41000,0
PA05,Truck3,CARGA,7321149,7397173,#RF10A_4270_1012_1,373.0,2:2:1,2:3:17,76024,2040000
Truck11,,VIAJE_VACIO,12011915,13161248,#UB1_4390_EST,0.0,3:20:11,3:39:21,1149333,284576
Truck11,PA03,CARGA,13161248,13377264,#UB1_4390_EST,300.0,3:39:21,3:42:57,216016,0
Truck11,,VIAJE_CARGADO,13377264,15010527,#UB1_TRANQUEBERM_EST,300.0,3:42:57,4:10:10,1633263,0
Truck11,,DESCARGA,15010527,15045527,#UB1_TRANQUEBERM_EST,300.0,4:10:10,4:10:45,35000,0
PA03,Truck11,CARGA,13161248,13377264,#UB1_4390_EST,300.0,3:39:21,3:42:57,216016,0
Truck5,,VIAJE_VACIO,12490636,13377264,#UB1_4390_EST,0.0,3:28:10,3:42:57,886628,50921
Truck5,PA03,CARGA,13377264,13647284,#UB1_4390_EST,373.0,3:42:57,3:47:27,270020,0
Truck5,,VIAJE_CARGADO,13647284,15198883,#UB1_TRANQUEBERM_EST,373.0,3:47:27,4:13:18,1551599,0
Truck5,,DESCARGA,15198883,15247883,#UB1_TRANQUEBERM_EST,373.0,4:13:18,4:14:7,49000,0
PA03,Truck5,CARGA,13377264,13647284,#UB1_4390_EST,373.0,3:42:57,3:47:27,270020,0
Truck8,,VIAJE_VACIO,12358067,13707284,#UB1_4390_EST,0.0,3:25:58,3:48:27,1349217,1391764
Truck8,PA03,CARGA,13707284,13923300,#UB1_4390_EST,300.0,3:48:27,3:52:3,216016,0
Truck8,,VIAJE_CARGADO,13923300,15556563,#UB1_TRANQUEBERM_EST,300.0,3:52:3,4:19:16,1633263,0
Truck8,,DESCARGA,15556563,15616563,#UB1_TRANQUEBERM_EST,300.0,4:19:16,4:20:16,60000,0
PA03,Truck8,CARGA,13707284,13923300,#UB1_4390_EST,300.0,3:48:27,3:52:3,216016,60000
Truck6,,VIAJE_VACIO,13013967,14163300,#UB1_4390_EST,0.0,3:36:53,3:56:3,1149333,1889193
Truck6,PA03,CARGA,14163300,14433320,#UB1_4390_EST,373.0,3:56:3,4:0:33,270020,0
Truck6,,VIAJE_CARGADO,14433320,15911034,#UB1_TRANQUEBERM_EST,373.0,4:0:33,4:25:11,1477714,0
Truck6,,DESCARGA,15911034,15955034,#UB1_TRANQUEBERM_EST,373.0,4:25:11,4:25:55,44000,0
PA03,Truck6,CARGA,14163300,14433320,#UB1_4390_EST,373.0,3:56:3,4:0:33,270020,240000
Truck1,,VIAJE_VACIO,13084103,14433320,#UB1_4390_EST,0.0,3:38:4,4:0:33,1349217,237972
Truck1,PA03,CARGA,14433320,14649336,#UB1_4390_EST,300.0,4:0:33,4:4:9,216016,0
Truck1,,VIAJE_CARGADO,14649336,16373335,#UB1_TRANQUEBERM_EST,300.0,4:4:9,4:32:53,1723999,0
Truck1,,DESCARGA,16373335,16440335,#UB1_TRANQUEBERM_EST,300.0,4:32:53,4:34:0,67000,0
PA03,Truck1,CARGA,14433320,14649336,#UB1_4390_EST,300.0,4:0:33,4:4:9,216016,0
Truck13,,VIAJE_VACIO,13828056,15069336,#UB1_4390_EST,0.0,3:50:28,4:11:9,1241280,20613
Truck13,PA03,CARGA,15069336,15285352,#UB1_4390_EST,300.0,4:11:9,4:14:45,216016,0
Truck13,,VIAJE_CARGADO,15285352,16918615,#UB1_TRANQUEBERM_EST,300.0,4:14:45,4:41:58,1633263,0
Truck13,,DESCARGA,16918615,16969615,#UB1_TRANQUEBERM_EST,300.0,4:41:58,4:42:49,51000,0
PA03,Truck13,CARGA,15069336,15285352,#UB1_4390_EST,300.0,4:11:9,4:14:45,216016,420000
Truck9,,VIAJE_VACIO,13712089,15345352,#UB1_4390_EST,0.0,3:48:32,4:15:45,1633263,49926
Truck9,PA03,CARGA,15345352,15561368,#UB1_4390_EST,300.0,4:15:45,4:19:21,216016,0
Truck9,,VIAJE_CARGADO,15561368,17285367,#UB1_TRANQUEBERM_EST,300.0,4:19:21,4:48:5,1723999,0
Truck9,,DESCARGA,17285367,17316367,#UB1_TRANQUEBERM_EST,300.0,4:48:5,4:48:36,31000,0
PA03,Truck9,CARGA,15345352,15561368,#UB1_4390_EST,300.0,4:15:45,4:19:21,216016,60000
Truck4,,VIAJE_VACIO,14734740,15621368,#UB1_4390_EST,0.0,4:5:34,4:20:21,886628,45778
Truck4,PA03,CARGA,15621368,15891388,#UB1_4390_EST,373.0,4:20:21,4:24:51,270020,0
Truck4,,VIAJE_CARGADO,15891388,17369102,#UB1_TRANQUEBERM_EST,373.0,4:24:51,4:49:29,1477714,0
Truck4,,DESCARGA,17369102,17419102,#UB1_TRANQUEBERM_EST,373.0,4:49:29,4:50:19,50000,0
PA03,Truck4,CARGA,15621368,15891388,#UB1_4390_EST,373.0,4:20:21,4:24:51,270020,60000
Truck0,,VIAJE_VACIO,14598388,15891388,#UB1_4390_EST,0.0,4:3:18,4:24:51,1293000,261177
Truck0,PA03,CARGA,15891388,16107404,#UB1_4390_EST,300.0,4:24:51,4:28:27,216016,0
Truck0,,VIAJE_CARGADO,16107404,17831403,#UB1_TRANQUEBERM_EST,300.0,4:28:27,4:57:11,1723999,0
Truck0,,DESCARGA,17831403,17889403,#UB1_TRANQUEBERM_EST,300.0,4:57:11,4:58:9,58000,0
PA03,Truck0,CARGA,15891388,16107404,#UB1_4390_EST,300.0,4:24:51,4:28:27,216016,0
Truck5,,VIAJE_VACIO,15280776,16167404,#UB1_4390_EST,0.0,4:14:40,4:29:27,886628,32893
Truck5,PA03,CARGA,16167404,16437424,#UB1_4390_EST,373.0,4:29:27,4:33:57,270020,0
Truck5,,VIAJE_CARGADO,16437424,17989023,#UB1_TRANQUEBERM_EST,373.0,4:33:57,4:59:49,1551599,0
Truck5,,DESCARGA,17989023,18038023,#UB1_TRANQUEBERM_EST,373.0,4:59:49,5:0:38,49000,0
PA03,Truck5,CARGA,16167404,16437424,#UB1_4390_EST,373.0,4:29:27,4:33:57,270020,60000
Truck11,,VIAJE_VACIO,15288091,16437424,#UB1_4390_EST,0.0,4:14:48,4:33:57,1149333,242564
Truck11,PA03,CARGA,16437424,16653440,#UB1_4390_EST,300.0,4:33:57,4:37:33,216016,0
Truck11,,VIAJE_CARGADO,16653440,18286703,#UB1_TRANQUEBERM_EST,300.0,4:37:33,5:4:46,1633263,0
Truck11,,DESCARGA,18286703,18321703,#UB1_TRANQUEBERM_EST,300.0,5:4:46,5:5:21,35000,0
PA03,Truck11,CARGA,16437424,16653440,#UB1_4390_EST,300.0,4:33:57,4:37:33,216016,0
Truck10,,VIAJE_VACIO,14929440,16653440,#UB1_4390_EST,0.0,4:8:49,4:37:33,1724000,399613
Truck10,PA03,CARGA,16653440,16869456,#UB1_4390_EST,300.0,4:37:33,4:41:9,216016,0
Truck10,,VIAJE_CARGADO,16869456,18421055,#UB1_TRANQUEBERM_EST,300.0,4:41:9,5:7:1,1551599,0
Truck10,,DESCARGA,18421055,18508055,#UB1_TRANQUEBERM_EST,300.0,5:7:1,5:8:28,87000,0
PA03,Truck10,CARGA,16653440,16869456,#UB1_4390_EST,300.0,4:37:33,4:41:9,216016,0
Truck14,,VIAJE_VACIO,15145456,16869456,#UB1_4390_EST,0.0,4:12:25,4:41:9,1724000,1097997
Truck14,PA03,CARGA,16869456,17085472,#UB1_4390_EST,300.0,4:41:9,4:44:45,216016,0
Truck14,,VIAJE_CARGADO,17085472,18718735,#UB1_TRANQUEBERM_EST,300.0,4:44:45,5:11:58,1633263,0
Truck14,,DESCARGA,18718735,18793735,#UB1_TRANQUEBERM_EST,300.0,5:11:58,5:13:13,75000,0
PA03,Truck14,CARGA,16869456,17085472,#UB1_4390_EST,300.0,4:41:9,4:44:45,216016,0
Truck8,,VIAJE_VACIO,15736255,17085472,#UB1_4390_EST,0.0,4:22:16,4:44:45,1349217,119692
Truck8,PA03,CARGA,17085472,17301488,#UB1_4390_EST,300.0,4:44:45,4:48:21,216016,0
Truck8,,VIAJE_CARGADO,17301488,18934751,#UB1_TRANQUEBERM_EST,300.0,4:48:21,5:15:34,1633263,0
Truck8,,DESCARGA,18934751,18994751,#UB1_TRANQUEBERM_EST,300.0,5:15:34,5:16:34,60000,0
PA03,Truck8,CARGA,17085472,17301488,#UB1_4390_EST,300.0,4:44:45,4:48:21,216016,0
Truck6,,VIAJE_VACIO,16152155,17301488,#UB1_4390_EST,0.0,4:29:12,4:48:21,1149333,197121
Truck6,PA03,CARGA,17301488,17571508,#UB1_4390_EST,373.0,4:48:21,4:52:51,270020,0
Truck6,,VIAJE_CARGADO,17571508,19049222,#UB1_TRANQUEBERM_EST,373.0,4:52:51,5:17:29,1477714,0
Truck6,,DESCARGA,19049222,19093222,#UB1_TRANQUEBERM_EST,373.0,5:17:29,5:18:13,44000,0
PA03,Truck6,CARGA,17301488,17571508,#UB1_4390_EST,373.0,4:48:21,4:52:51,270020,0
Truck1,,VIAJE_VACIO,16462291,17811508,#UB1_4390_EST,0.0,4:34:22,4:56:51,1349217,21956
Truck1,PA03,CARGA,17811508,18027524,#UB1_4390_EST,300.0,4:56:51,5:0:27,216016,0
Truck1,,VIAJE_CARGADO,18027524,19751523,#UB1_TRANQUEBERM_EST,300.0,5:0:27,5:29:11,1723999,0
Truck1,,DESCARGA,19751523,19818523,#UB1_TRANQUEBERM_EST,300.0,5:29:11,5:30:18,67000,0
PA03,Truck1,CARGA,17811508,18027524,#UB1_4390_EST,300.0,4:56:51,5:0:27,216016,240000
Truck13,,VIAJE_VACIO,17026244,18267524,#UB1_4390_EST,0.0,4:43:46,5:4:27,1241280,56629
Truck13,PA03,CARGA,18267524,18483540,#UB1_4390_EST,300.0,5:4:27,5:8:3,216016,0
Truck13,,VIAJE_CARGADO,18483540,20116803,#UB1_TRANQUEBERM_EST,300.0,5:8:3,5:35:16,1633263,0
Truck13,,DESCARGA,20116803,20167803,#UB1_TRANQUEBERM_EST,300.0,5:35:16,5:36:7,51000,0
PA03,Truck13,CARGA,18267524,18483540,#UB1_4390_EST,300.0,5:4:27,5:8:3,216016,240000
Truck4,,VIAJE_VACIO,17656912,18543540,#UB1_4390_EST,0.0,4:54:16,5:9:3,886628,237810
Truck4,PA03,CARGA,18543540,18813560,#UB1_4390_EST,373.0,5:9:3,5:13:33,270020,0
Truck4,,VIAJE_CARGADO,18813560,20291274,#UB1_TRANQUEBERM_EST,373.0,5:13:33,5:38:11,1477714,0
Truck4,,DESCARGA,20291274,20341274,#UB1_TRANQUEBERM_EST,373.0,5:38:11,5:39:1,50000,0
PA03,Truck4,CARGA,18543540,18813560,#UB1_4390_EST,373.0,5:9:3,5:13:33,270020,60000
Truck5,,VIAJE_VACIO,18046932,18933560,#UB1_4390_EST,0.0,5:0:46,5:15:33,886628,8909
Truck5,PA03,CARGA,18933560,19203580,#UB1_4390_EST,373.0,5:15:33,5:20:3,270020,0
Truck5,,VIAJE_CARGADO,19203580,20755179,#UB1_TRANQUEBERM_EST,373.0,5:20:3,5:45:55,1551599,0
Truck5,,DESCARGA,20755179,20804179,#UB1_TRANQUEBERM_EST,373.0,5:45:55,5:46:44,49000,0
PA03,Truck5,CARGA,18933560,19203580,#UB1_4390_EST,373.0,5:15:33,5:20:3,270020,120000
Truck0,,VIAJE_VACIO,17910580,19203580,#UB1_4390_EST,0.0,4:58:30,5:20:3,1293000,21177
Truck0,PA03,CARGA,19203580,19419596,#UB1_4390_EST,300.0,5:20:3,5:23:39,216016,0
Truck0,,VIAJE_CARGADO,19419596,21143595,#UB1_TRANQUEBERM_EST,300.0,5:23:39,5:52:23,1723999,0
Truck0,,DESCARGA,21143595,21201595,#UB1_TRANQUEBERM_EST,300.0,5:52:23,5:53:21,58000,0
PA03,Truck0,CARGA,19203580,19419596,#UB1_4390_EST,300.0,5:20:3,5:23:39,216016,0
Truck9,,VIAJE_VACIO,17786333,19419596,#UB1_4390_EST,0.0,4:56:26,5:23:39,1633263,469966
Truck9,PA03,CARGA,19419596,19635612,#UB1_4390_EST,300.0,5:23:39,5:27:15,216016,0
Truck9,,VIAJE_CARGADO,19635612,21359611,#UB1_TRANQUEBERM_EST,300.0,5:27:15,5:55:59,1723999,0
Truck9,,DESCARGA,21359611,21390611,#UB1_TRANQUEBERM_EST,300.0,5:55:59,5:56:30,31000,0
Truck3,,VIAJE_VACIO,8462054,10097173,#RF10A_4270_1012_1,0.0,2:21:2,2:48:17,1635119,1932
Truck3,PA05,CARGA,10097173,10173197,#RF10A_4270_1012_1,373.0,2:48:17,2:49:33,76024,0
Truck3,,VIAJE_CARGADO,10173197,11195146,#RB2_PUMA2_EST,373.0,2:49:33,3:6:35,1021949,0
Truck3,,DESCARGA,11195146,11236146,#RB2_PUMA2_EST,373.0,3:6:35,3:7:16,41000,0
PA03,Truck9,CARGA,19419596,19635612,#UB1_4390_EST,300.0,5:23:39,5:27:15,216016,0
PA05,Truck3,CARGA,10097173,10173197,#RF10A_4270_1012_1,373.0,2:48:17,2:49:33,76024,2700000
Truck11,,VIAJE_VACIO,18486279,19635612,#UB1_4390_EST,0.0,5:8:6,5:27:15,1149333,164576
Truck11,PA03,CARGA,19635612,19851628,#UB1_4390_EST,300.0,5:27:15,5:30:51,216016,0
Truck11,,VIAJE_CARGADO,19851628,21484891,#UB1_TRANQUEBERM_EST,300.0,5:30:51,5:58:4,1633263,0
Truck11,,DESCARGA,21484891,21519891,#UB1_TRANQUEBERM_EST,300.0,5:58:4,5:58:39,35000,0
PA03,Truck11,CARGA,19635612,19851628,#UB1_4390_EST,300.0,5:27:15,5:30:51,216016,0
Truck3,,VIAJE_VACIO,15140188,19851628,#UB1_4390_EST,0.0,4:12:20,5:30:51,4711440,3904042
Truck3,PA03,CARGA,19851628,20121648,#UB1_4390_EST,373.0,5:30:51,5:35:21,270020,0
Truck3,,VIAJE_CARGADO,20121648,21414647,#UB1_TRANQUEBERM_EST,373.0,5:35:21,5:56:54,1292999,0
Truck3,,DESCARGA,21414647,21455647,#UB1_TRANQUEBERM_EST,373.0,5:56:54,5:57:35,41000,0
PA03,Truck3,CARGA,19851628,20121648,#UB1_4390_EST,373.0,5:30:51,5:35:21,270020,0
Truck10,,VIAJE_VACIO,18517648,20241648,#UB1_4390_EST,0.0,5:8:37,5:37:21,1724000,9593
Truck10,PA03,CARGA,20241648,20457664,#UB1_4390_EST,300.0,5:37:21,5:40:57,216016,0
Truck10,,VIAJE_CARGADO,20457664,22009263,#UB1_TRANQUEBERM_EST,300.0,5:40:57,6:6:49,1551599,0
Truck10,,DESCARGA,22009263,22096263,#UB1_TRANQUEBERM_EST,300.0,6:6:49,6:8:16,87000,0
PA03,Truck10,CARGA,20241648,20457664,#UB1_4390_EST,300.0,5:37:21,5:40:57,216016,120000
Truck8,,VIAJE_VACIO,19108447,20457664,#UB1_4390_EST,0.0,5:18:28,5:40:57,1349217,113696
Truck8,PA03,CARGA,20457664,20673680,#UB1_4390_EST,300.0,5:40:57,5:44:33,216016,0
Truck8,,VIAJE_CARGADO,20673680,22306943,#UB1_TRANQUEBERM_EST,300.0,5:44:33,6:11:46,1633263,0
Truck8,,DESCARGA,22306943,22366943,#UB1_TRANQUEBERM_EST,300.0,6:11:46,6:12:46,60000,0
PA03,Truck8,CARGA,20457664,20673680,#UB1_4390_EST,300.0,5:40:57,5:44:33,216016,0
Truck6,,VIAJE_VACIO,19584347,20733680,#UB1_4390_EST,0.0,5:26:24,5:45:33,1149333,491125
Truck6,PA03,CARGA,20733680,21003700,#UB1_4390_EST,373.0,5:45:33,5:50:3,270020,0
Truck6,,VIAJE_CARGADO,21003700,22481414,#UB1_TRANQUEBERM_EST,373.0,5:50:3,6:14:41,1477714,0
Truck6,,DESCARGA,22481414,22525414,#UB1_TRANQUEBERM_EST,373.0,6:14:41,6:15:25,44000,0
PA03,Truck6,CARGA,20733680,21003700,#UB1_4390_EST,373.0,5:45:33,5:50:3,270020,60000
Truck1,,VIAJE_VACIO,19834483,21183700,#UB1_4390_EST,0.0,5:30:34,5:53:3,1349217,15960
Truck1,PA03,CARGA,21183700,21399716,#UB1_4390_EST,300.0,5:53:3,5:56:39,216016,0
Truck1,,VIAJE_CARGADO,21399716,23123715,#UB1_TRANQUEBERM_EST,300.0,5:56:39,6:25:23,1723999,0
Truck1,,DESCARGA,23123715,23190715,#UB1_TRANQUEBERM_EST,300.0,6:25:23,6:26:30,67000,0
PA03,Truck1,CARGA,21183700,21399716,#UB1_4390_EST,300.0,5:53:3,5:56:39,216016,180000
Truck4,,VIAJE_VACIO,20513088,21399716,#UB1_4390_EST,0.0,5:41:53,5:56:39,886628,171814
Truck4,PA03,CARGA,21399716,21669736,#UB1_4390_EST,373.0,5:56:39,6:1:9,270020,0
Truck4,,VIAJE_CARGADO,21669736,23147450,#UB1_TRANQUEBERM_EST,373.0,6:1:9,6:25:47,1477714,0
Truck4,,DESCARGA,23147450,23197450,#UB1_TRANQUEBERM_EST,373.0,6:25:47,6:26:37,50000,0
PA03,Truck4,CARGA,21399716,21669736,#UB1_4390_EST,373.0,5:56:39,6:1:9,270020,0
Truck3,,VIAJE_VACIO,11238078,12873197,#RF10A_4270_1012_1,0.0,3:7:18,3:34:33,1635119,1932
Truck3,PA05,CARGA,12873197,12949221,#RF10A_4270_1012_1,373.0,3:34:33,3:35:49,76024,0
Truck3,,VIAJE_CARGADO,12949221,13971170,#RB2_PUMA2_EST,373.0,3:35:49,3:52:51,1021949,0
Truck3,,DESCARGA,13971170,14012170,#RB2_PUMA2_EST,373.0,3:52:51,3:53:32,41000,0
PA05,Truck3,CARGA,12873197,12949221,#RF10A_4270_1012_1,373.0,3:34:33,3:35:49,76024,2700000
Truck12,,VIAJE_VACIO,13005478,14246758,#UB1_4390_EST,0.0,3:36:45,3:57:26,1241280,108731
Truck12,PA04,CARGA,14246758,14390937,#UB1_4390_EST,300.0,3:57:26,3:59:50,144179,0
Truck12,,VIAJE_CARGADO,14390937,16102736,#UB1_TRANQUEESPA_EST,300.0,3:59:50,4:28:22,1711799,0
Truck12,,DESCARGA,16102736,16176736,#UB1_TRANQUEESPA_EST,300.0,4:28:22,4:29:36,74000,0
PA04,Truck12,CARGA,14246758,14390937,#UB1_4390_EST,300.0,3:57:26,3:59:50,144179,6300000
Truck12,,VIAJE_VACIO,16201497,17570937,#UB1_4390_EST,0.0,4:30:1,4:52:50,1369440,24761
Truck12,PA04,CARGA,17570937,17715116,#UB1_4390_EST,300.0,4:52:50,4:55:15,144179,0
Truck12,,VIAJE_CARGADO,17715116,19426915,#UB1_TRANQUEESPA_EST,300.0,4:55:15,5:23:46,1711799,0
Truck12,,DESCARGA,19426915,19500915,#UB1_TRANQUEESPA_EST,300.0,5:23:46,5:25:0,74000,0
PA04,Truck12,CARGA,17570937,17715116,#UB1_4390_EST,300.0,4:52:50,4:55:15,144179,3180000
Truck14,,VIAJE_VACIO,18811116,20535116,#UB1_4390_EST,0.0,5:13:31,5:42:15,1724000,17381
Truck14,PA04,CARGA,20535116,20679295,#UB1_4390_EST,300.0,5:42:15,5:44:39,144179,0
Truck14,,VIAJE_CARGADO,20679295,22481189,#UB1_TRANQUEESPA_EST,300.0,5:44:39,6:14:41,1801894,0
Truck14,,DESCARGA,22481189,22556189,#UB1_TRANQUEESPA_EST,300.0,6:14:41,6:15:56,75000,0
PA04,Truck14,CARGA,20535116,20679295,#UB1_4390_EST,300.0,5:42:15,5:44:39,144179,2820000
Truck12,,VIAJE_VACIO,19549855,20919295,#UB1_4390_EST,0.0,5:25:49,5:48:39,1369440,48940
Truck12,PA04,CARGA,20919295,21063474,#UB1_4390_EST,300.0,5:48:39,5:51:3,144179,0
Truck12,,VIAJE_CARGADO,21063474,22775273,#UB1_TRANQUEESPA_EST,300.0,5:51:3,6:19:35,1711799,0
Truck12,,DESCARGA,22775273,22849273,#UB1_TRANQUEESPA_EST,300.0,6:19:35,6:20:49,74000,0
PA04,Truck12,CARGA,20919295,21063474,#UB1_4390_EST,300.0,5:48:39,5:51:3,144179,240000
Truck13,,VIAJE_VACIO,20242194,21483474,#UB1_4390_EST,0.0,5:37:22,5:58:3,1241280,74391
Truck13,PA04,CARGA,21483474,21627653,#UB1_4390_EST,300.0,5:58:3,6:0:27,144179,0
Truck13,,VIAJE_CARGADO,21627653,23429547,#UB1_TRANQUEESPA_EST,300.0,6:0:27,6:30:29,1801894,0
Truck13,,DESCARGA,23429547,23480547,#UB1_TRANQUEESPA_EST,300.0,6:30:29,6:31:20,51000,0
PA04,Truck13,CARGA,21483474,21627653,#UB1_4390_EST,300.0,5:58:3,6:0:27,144179,420000
Truck5,,VIAJE_VACIO,21643119,24109221,#RF10A_4270_1012_1,0.0,6:0:43,6:41:49,2466102,838940
Truck5,PA05,CARGA,24109221,24185245,#RF10A_4270_1012_1,373.0,6:41:49,6:43:5,76024,0
Truck5,,VIAJE_CARGADO,24185245,25411585,#RB2_PUMA2_EST,373.0,6:43:5,7:3:31,1226340,0
Truck5,,DESCARGA,25411585,25460585,#RB2_PUMA2_EST,373.0,7:3:31,7:4:20,49000,0
PA05,Truck5,CARGA,24109221,24185245,#RF10A_4270_1012_1,373.0,6:41:49,6:43:5,76024,11160000
Truck0,,VIAJE_VACIO,21250730,24792679,#RF10B_4255_1001_1,0.0,5:54:10,6:53:12,3541949,49135
Truck0,PA02,CARGA,24792679,24854455,#RF10B_4255_1001_1,300.0,6:53:12,6:54:14,61776,0
Truck0,,VIAJE_CARGADO,24854455,25627455,#CS03,300.0,6:54:14,7:7:7,773000,0
Truck0,,DESCARGA,25627455,25685455,#CS03,300.0,7:7:7,7:8:5,58000,0
PA02,Truck0,CARGA,24792679,24854455,#RF10B_4255_1001_1,300.0,6:53:12,6:54:14,61776,20100000
Truck6,,VIAJE_VACIO,22741912,25938711,#RF10A_4270_1012_1,0.0,6:19:1,7:12:18,3196799,216498
Truck6,PA01,CARGA,25938711,26002601,#RF10A_4270_1012_1,373.0,7:12:18,7:13:22,63890,0
Truck6,,VIAJE_CARGADO,26002601,27170543,#RB2_PUMA2_EST,373.0,7:13:22,7:32:50,1167942,0
Truck6,,DESCARGA,27170543,27214543,#RB2_PUMA2_EST,373.0,7:32:50,7:33:34,44000,0
PA01,Truck6,CARGA,25938711,26002601,#RF10A_4270_1012_1,373.0,7:12:18,7:13:22,63890,24840000
